flight_id,airline_code,airline_name,route_name,departure_time,arrival_time,duration_minutes,route_mean_duration,ml_is_anomaly,ml_anomaly_score
AI098,AI,Air India,HYD -> MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0,152.80701754385964,0,0.1218
AI168,AI,Air India,DEL -> CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,270.0,151.73076923076923,0,0.2915
UK190,UK,Vistara,DEL -> BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,184.0,170.0344827586207,0,0.1375
AI085,AI,Air India,DEL -> HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,174.75925925925927,0,0.3321
AI076,AI,Air India,BLR -> BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,147.73333333333332,0,0.4525
UK130,UK,Vistara,MAA -> BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,247.0,172.8153846153846,0,0.0792
6F038,6E,IndiGo,HYD -> MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,237.0,152.80701754385964,0,0.1012
UK110,UK,Vistara,HYD -> DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,287.0,185.35714285714286,0,0.4754
SJ013,SJ,SpiceJet,DEL -> MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0,178.7826086956522,0,0.1911
AI039,AI,Air India,MAA -> BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,172.8153846153846,0,0.072
AI248,AI,Air India,CCU -> DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,153.61111111111111,0,0.1003
6F199,6E,IndiGo,DEL -> MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,178.7826086956522,0,0.1249
AI225,AI,Air India,BOM -> BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,176.52173913043478,0,0.362
SJ028,SJ,SpiceJet,CCU -> BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0,163.96969696969697,0,0.2335
SJ012,SJ,SpiceJet,HYD -> BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,162.76923076923077,0,0.2186
SJ131,SJ,SpiceJet,MAA -> HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,160.0,0,0.2047
AI010,AI,Air India,BOM -> HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,180.84615384615384,0,0.3679
6F020,6E,IndiGo,BOM -> HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0,180.84615384615384,0,0.113
SJ038,SJ,SpiceJet,BLR -> DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,156.94736842105263,0,0.1329
UK204,UK,Vistara,BLR -> DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,156.94736842105263,0,0.0201
AI036,AI,Air India,BOM -> CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,169.51111111111112,0,0.0374
AI100,AI,Air India,CCU -> BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0,163.96969696969697,0,0.0741
SJ215,SJ,SpiceJet,CCU -> DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0,153.61111111111111,0,0.0505
UK155,UK,Vistara,MAA -> HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,243.0,160.0,0,0.1246
SJ173,SJ,SpiceJet,CCU -> HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,152.23809523809524,0,0.0372
UK179,UK,Vistara,DEL -> HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,290.0,174.75925925925927,0,0.3431
UK221,UK,Vistara,CCU -> DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,266.0,153.61111111111111,0,0.198
UK023,UK,Vistara,DEL -> MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,288.0,178.7826086956522,0,0.333
SJ107,SJ,SpiceJet,BOM -> MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0,183.40740740740742,0,0.2651
AI073,AI,Air India,BOM -> BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,176.52173913043478,0,0.052
SJ187,SJ,SpiceJet,MAA -> BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,172.8153846153846,0,0.0787
UK058,UK,Vistara,MAA -> BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0,176.76190476190476,0,0.1445
SJ063,SJ,SpiceJet,MAA -> BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,176.76190476190476,0,0.0752
SJ062,SJ,SpiceJet,BLR -> HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,155.68421052631578,0,0.072
UK048,UK,Vistara,MAA -> DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,285.0,155.96153846153845,0,0.3913
AI181,AI,Air India,MAA -> HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,160.0,0,0.0903
AI003,AI,Air India,BLR -> HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,155.68421052631578,0,0.0636
6F041,6E,IndiGo,MAA -> BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0,176.76190476190476,0,0.1327
6F175,6E,IndiGo,MAA -> CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,158.54166666666666,0,0.0344
6F013,6E,IndiGo,BOM -> CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,290.0,169.51111111111112,0,0.3132
SJ040,SJ,SpiceJet,BOM -> CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,169.51111111111112,0,0.0653
SJ016,SJ,SpiceJet,HYD -> CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,167.15384615384616,0,0.0754
6F135,6E,IndiGo,MAA -> HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,46.0,160.0,0,0.3011
6F150,6E,IndiGo,HYD -> MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0,152.80701754385964,0,0.0926
AI083,AI,Air India,DEL -> BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,178.10714285714286,0,0.5585
SJ166,SJ,SpiceJet,CCU -> HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,152.23809523809524,0,0.0684
SJ027,SJ,SpiceJet,BOM -> MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,183.40740740740742,0,0.2752
6F134,6E,IndiGo,BLR -> MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0,187.3125,0,0.5029
UK225,UK,Vistara,MAA -> BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0,172.8153846153846,0,0.0938
SJ175,SJ,SpiceJet,MAA -> BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,172.8153846153846,0,0.1027
AI182,AI,Air India,HYD -> DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,185.35714285714286,0,0.3806
AI190,AI,Air India,BOM -> CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,169.51111111111112,0,0.1314
AI120,AI,Air India,MAA -> CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,158.54166666666666,0,0.1032
6F132,6E,IndiGo,MAA -> BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,60.0,176.76190476190476,0,0.3765
UK102,UK,Vistara,HYD -> CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0,167.15384615384616,0,0.0919
AI045,AI,Air India,HYD -> MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,152.80701754385964,0,0.1328
UK136,UK,Vistara,HYD -> CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,167.15384615384616,0,0.1247
SJ238,SJ,SpiceJet,MAA -> BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0,172.8153846153846,0,0.1193
AI193,AI,Air India,MAA -> HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,160.0,0,0.3351
6F001,6E,IndiGo,HYD -> BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,95.0,155.4814814814815,0,0.0375
6F211,6E,IndiGo,MAA -> BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,172.8153846153846,0,0.3557
SJ199,SJ,SpiceJet,HYD -> BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,155.4814814814815,0,0.1766
SJ050,SJ,SpiceJet,HYD -> CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0,167.15384615384616,0,0.4489
UK115,UK,Vistara,BLR -> BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,120.0,147.73333333333332,0,0.273
AI037,AI,Air India,BOM -> BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0,176.52173913043478,0,0.1938
6F235,6E,IndiGo,HYD -> MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0,152.80701754385964,0,0.1306
UK111,UK,Vistara,MAA -> BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,74.0,172.8153846153846,0,0.2495
6F005,6E,IndiGo,BOM -> MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0,183.40740740740742,0,0.3082
AI198,AI,Air India,CCU -> MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,171.29166666666666,0,0.1083
UK184,UK,Vistara,MAA -> HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,131.0,160.0,0,0.1634
6F219,6E,IndiGo,MAA -> DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,155.96153846153845,0,0.1912
UK066,UK,Vistara,BOM -> CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,98.0,169.51111111111112,0,0.0784
6F220,6E,IndiGo,HYD -> BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0,155.4814814814815,0,0.1948
AI180,AI,Air India,BOM -> CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0,169.51111111111112,0,0.4515
6F098,6E,IndiGo,BLR -> MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,151.0,187.3125,0,0.3902
AI141,AI,Air India,BLR -> DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,156.94736842105263,0,0.3034
SJ170,SJ,SpiceJet,BLR -> BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0,147.73333333333332,0,0.2382
SJ178,SJ,SpiceJet,BOM -> HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0,180.84615384615384,0,0.2787
6F172,6E,IndiGo,BOM -> BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,176.52173913043478,0,0.4279
UK220,UK,Vistara,BLR -> BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,214.0,147.73333333333332,0,0.2868
SJ148,SJ,SpiceJet,DEL -> BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0,170.0344827586207,0,0.119
UK065,UK,Vistara,BOM -> CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,248.0,169.51111111111112,0,0.1424
6F243,6E,IndiGo,BOM -> HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,180.84615384615384,0,0.5155
SJ193,SJ,SpiceJet,CCU -> DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0,153.61111111111111,0,0.1916
UK056,UK,Vistara,HYD -> MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0,152.80701754385964,0,0.2154
AI219,AI,Air India,BLR -> DEL,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,119.0,156.94736842105263,0,0.0974
SJ073,SJ,SpiceJet,CCU -> BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0,167.35,0,0.117
6F052,6E,IndiGo,BOM -> CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0,169.51111111111112,0,0.3286
SJ201,SJ,SpiceJet,BLR -> DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0,156.94736842105263,0,0.1169
UK028,UK,Vistara,HYD -> MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0,152.80701754385964,0,0.0897
SJ119,SJ,SpiceJet,BOM -> CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,169.51111111111112,0,0.2178
AI165,AI,Air India,DEL -> CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,151.73076923076923,0,0.1534
AI255,AI,Air India,MAA -> CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,158.54166666666666,0,0.2427
AI202,AI,Air India,HYD -> BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,162.76923076923077,0,0.1704
SJ039,SJ,SpiceJet,MAA -> BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,176.76190476190476,0,0.2048
SJ051,SJ,SpiceJet,BOM -> BLR,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0,176.52173913043478,0,0.2078
UK024,UK,Vistara,MAA -> BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0,172.8153846153846,0,0.5251
SJ006,SJ,SpiceJet,HYD -> BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,162.76923076923077,0,0.5448
AI207,AI,Air India,BOM -> MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,183.40740740740742,0,0.4338
SJ168,SJ,SpiceJet,CCU -> BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,163.96969696969697,0,0.2078
AI028,AI,Air India,HYD -> BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,155.4814814814815,0,0.3163
6F094,6E,IndiGo,BLR -> BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,147.73333333333332,0,0.2921
6F024,6E,IndiGo,BOM -> DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0,153.82051282051282,0,0.1529
6F061,6E,IndiGo,MAA -> BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,176.76190476190476,0,0.5781
AI032,AI,Air India,MAA -> BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.0,172.8153846153846,0,0.1542
UK163,UK,Vistara,DEL -> HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,174.75925925925927,0,0.1807
SJ067,SJ,SpiceJet,MAA -> BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,172.8153846153846,0,0.3601
SJ106,SJ,SpiceJet,CCU -> DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,153.61111111111111,0,0.2535
AI086,AI,Air India,CCU -> HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,152.23809523809524,0,0.2189
6F263,6E,IndiGo,DEL -> HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,174.75925925925927,0,0.2425
6F163,6E,IndiGo,MAA -> BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,237.0,176.76190476190476,0,0.2527
SJ064,SJ,SpiceJet,CCU -> DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,153.61111111111111,0,0.241
UK118,UK,Vistara,HYD -> BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.0,162.76923076923077,0,0.3007
UK022,UK,Vistara,DEL -> HYD,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,277.0,174.75925925925927,0,0.3223
UK099,UK,Vistara,BOM -> MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0,183.40740740740742,0,0.3689
6F212,6E,IndiGo,BLR -> CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0,128.52380952380952,1,1.0
AI023,AI,Air India,HYD -> BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,162.76923076923077,0,0.2365
SJ245,SJ,SpiceJet,BOM -> DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0,153.82051282051282,0,0.2017
6F066,6E,IndiGo,BLR -> HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0,155.68421052631578,0,0.1322
AI138,AI,Air India,DEL -> CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,151.73076923076923,0,0.304
SJ021,SJ,SpiceJet,HYD -> BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,162.76923076923077,0,0.2482
SJ136,SJ,SpiceJet,HYD -> BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,162.76923076923077,0,0.3024
AI148,AI,Air India,HYD -> MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,152.80701754385964,0,0.2157
SJ014,SJ,SpiceJet,BOM -> HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,180.84615384615384,0,0.5024
6F104,6E,IndiGo,CCU -> BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0,163.96969696969697,0,0.564
SJ121,SJ,SpiceJet,CCU -> DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,153.61111111111111,0,0.2131
UK174,UK,Vistara,CCU -> DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0,153.61111111111111,0,0.2412
AI033,AI,Air India,MAA -> CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,158.54166666666666,0,0.627
SJ122,SJ,SpiceJet,CCU -> BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,163.96969696969697,0,0.4528
UK095,UK,Vistara,BOM -> MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0,183.40740740740742,0,0.3619
SJ026,SJ,SpiceJet,CCU -> MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,171.29166666666666,0,0.2445
6F221,6E,IndiGo,MAA -> DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,155.96153846153845,0,0.2168
SJ103,SJ,SpiceJet,MAA -> BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,172.8153846153846,0,0.2433
SJ011,SJ,SpiceJet,BOM -> MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,183.40740740740742,0,0.4636
AI002,AI,Air India,HYD -> BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,162.76923076923077,0,0.2539
AI046,AI,Air India,DEL -> BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,178.10714285714286,0,0.3551
SJ053,SJ,SpiceJet,CCU -> DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,153.61111111111111,0,0.1505
AI236,AI,Air India,DEL -> BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,178.10714285714286,0,0.342
AI254,AI,Air India,CCU -> HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,152.23809523809524,0,0.2125
6F063,6E,IndiGo,DEL -> HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0,174.75925925925927,0,0.3195
6F115,6E,IndiGo,MAA -> BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0,172.8153846153846,0,0.2023
UK070,UK,Vistara,BOM -> DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0,153.82051282051282,0,0.2273
SJ147,SJ,SpiceJet,BLR -> CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,128.52380952380952,1,0.8893
UK201,UK,Vistara,HYD -> BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0,155.4814814814815,0,0.2272
SJ234,SJ,SpiceJet,BLR -> CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0,128.52380952380952,1,0.8854
AI176,AI,Air India,BLR -> DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,156.94736842105263,0,0.2469
SJ045,SJ,SpiceJet,DEL -> MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,178.7826086956522,0,0.4802
SJ174,SJ,SpiceJet,CCU -> DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,153.61111111111111,0,0.2768
AI007,AI,Air India,MAA -> DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.0,155.96153846153845,0,0.1895
AI143,AI,Air India,CCU -> DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,153.61111111111111,0,0.3975
SJ241,SJ,SpiceJet,DEL -> HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,159.0,174.75925925925927,0,0.288
AI020,AI,Air India,BOM -> BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,176.52173913043478,0,0.3313
UK031,UK,Vistara,CCU -> DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,215.0,153.61111111111111,0,0.2559
AI013,AI,Air India,HYD -> BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,162.76923076923077,0,0.3074
AI249,AI,Air India,BLR -> HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0,155.68421052631578,0,0.2537
UK046,UK,Vistara,CCU -> DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,148.0,153.61111111111111,0,0.3007
UK168,UK,Vistara,BLR -> CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0,128.52380952380952,1,0.857
AI022,AI,Air India,BOM -> MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,183.40740740740742,0,0.3611
UK218,UK,Vistara,MAA -> BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,250.0,172.8153846153846,0,0.279
UK142,UK,Vistara,BLR -> DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,250.0,156.94736842105263,0,0.3075
6F067,6E,IndiGo,MAA -> BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,183.0,172.8153846153846,0,0.38
SJ217,SJ,SpiceJet,BOM -> CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,187.0,169.51111111111112,0,0.3143
SJ143,SJ,SpiceJet,DEL -> BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,178.10714285714286,0,0.525
AI243,AI,Air India,BLR -> BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0,147.73333333333332,0,0.5608
SJ246,SJ,SpiceJet,BOM -> DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.0,153.82051282051282,0,0.3353
6F170,6E,IndiGo,HYD -> DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,185.35714285714286,0,0.5483
UK157,UK,Vistara,CCU -> BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.0,163.96969696969697,0,0.3854
UK172,UK,Vistara,DEL -> BOM,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,181.0,178.10714285714286,0,0.4699
SJ139,SJ,SpiceJet,DEL -> BLR,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0,170.0344827586207,0,0.2731
UK085,UK,Vistara,MAA -> DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0,155.96153846153845,0,0.3172
6F079,6E,IndiGo,MAA -> HYD,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,244.0,160.0,0,0.3496
SJ032,SJ,SpiceJet,MAA -> BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,176.76190476190476,0,0.3352
6F182,6E,IndiGo,BOM -> CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,169.51111111111112,0,0.276
AI106,AI,Air India,HYD -> BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,162.76923076923077,0,0.3652
AI200,AI,Air India,HYD -> MAA,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0,152.80701754385964,0,0.2656
6F142,6E,IndiGo,CCU -> MAA,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,239.0,171.29166666666666,0,0.2787
SJ079,SJ,SpiceJet,HYD -> DEL,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0,185.35714285714286,0,0.7235
SJ082,SJ,SpiceJet,BOM -> DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,153.82051282051282,0,0.475
SJ110,SJ,SpiceJet,CCU -> DEL,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0,153.61111111111111,0,0.5422
6F262,6E,IndiGo,MAA -> DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,155.96153846153845,0,0.3498
UK143,UK,Vistara,BLR -> BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,147.73333333333332,0,0.4874
6F269,6E,IndiGo,HYD -> MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,152.80701754385964,0,0.311
6F214,6E,IndiGo,BOM -> CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0,169.51111111111112,0,0.3098
SJ213,SJ,SpiceJet,BOM -> CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0,169.51111111111112,0,0.3384
SJ072,SJ,SpiceJet,DEL -> HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,174.75925925925927,0,0.4083
6F059,6E,IndiGo,BOM -> DEL,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,290.0,153.82051282051282,0,0.6858
UK202,UK,Vistara,DEL -> HYD,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,266.0,174.75925925925927,0,0.3812
UK037,UK,Vistara,BLR -> BOM,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,242.0,147.73333333333332,0,0.5399
UK069,UK,Vistara,CCU -> DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0,153.61111111111111,0,0.3592
SJ118,SJ,SpiceJet,DEL -> BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,178.10714285714286,0,0.3847
6F145,6E,IndiGo,CCU -> DEL,2026-04-19 01:02:41.703,2026-04-19 02:18:41.703,76.0,153.61111111111111,0,0.3037
UK097,UK,Vistara,HYD -> BOM,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,251.0,155.4814814814815,0,0.4157
6F117,6E,IndiGo,CCU -> DEL,2026-04-19 00:46:41.702,2026-04-19 01:51:41.702,65.0,153.61111111111111,0,0.4297
6F226,6E,IndiGo,DEL -> BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,178.10714285714286,0,0.4854
6F050,6E,IndiGo,DEL -> BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0,178.10714285714286,0,0.4943
UK196,UK,Vistara,BOM -> HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,180.84615384615384,0,0.5234
